fname,1,2,3,lp,stack
3078b0a4.wav,Cello,Double_bass,Bass_drum,,Cello
307d21e8.wav,Trumpet,Applause,Saxophone,Trumpet,Trumpet
307e9f70.wav,Trumpet,Clarinet,Saxophone,Trumpet,Trumpet
30874c68.wav,Oboe,Violin_or_fiddle,Acoustic_guitar,,Oboe
30881d07.wav,Shatter,Keys_jangling,Tambourine,,Shatter
308a6424.wav,Double_bass,Cello,Saxophone,,Double_bass
30a320a3.wav,Laughter,Saxophone,Applause,,Laughter
30a36933.wav,Writing,Keys_jangling,Computer_keyboard,,Writing
30a8d1e4.wav,Clarinet,Laughter,Saxophone,Clarinet,Clarinet
30b62182.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
30ba2b0e.wav,Clarinet,Saxophone,Oboe,Clarinet,Clarinet
30bb235b.wav,Flute,Clarinet,Saxophone,Flute,Flute
30d9df9d.wav,Violin_or_fiddle,Snare_drum,Acoustic_guitar,,Violin_or_fiddle
30dd3419.wav,Violin_or_fiddle,Saxophone,Clarinet,,Violin_or_fiddle
30e4be95.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
30e8633d.wav,Bass_drum,Electric_piano,Knock,Bass_drum,Bass_drum
30eb5385.wav,Telephone,Knock,Laughter,Telephone,Telephone
30ed02dc.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
30f0d392.wav,Tearing,Writing,Keys_jangling,Tearing,Tearing
30f4864f.wav,Clarinet,Trumpet,Flute,Clarinet,Clarinet
3103dfd6.wav,Acoustic_guitar,Cello,Electric_piano,Acoustic_guitar,Acoustic_guitar
310403b7.wav,Fart,Bus,Laughter,,Fart
311795eb.wav,Cello,Trumpet,Clarinet,,Cello
311e57cc.wav,Bass_drum,Finger_snapping,Burping_or_eructation,Bass_drum,Bass_drum
3125e485.wav,Harmonica,Trumpet,Squeak,,Harmonica
3125f4e2.wav,Clarinet,Trumpet,Flute,Clarinet,Clarinet
3127fdf6.wav,Bass_drum,Hi-hat,Knock,Bass_drum,Bass_drum
31318ae6.wav,Fart,Gunshot_or_gunfire,Bass_drum,,Fart
3132a40c.wav,Writing,Keys_jangling,Scissors,,Writing
31370617.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
313b6bd6.wav,Cello,Double_bass,Bass_drum,,Cello
314dd106.wav,Shatter,Bass_drum,Tearing,,Shatter
315e2cf1.wav,Laughter,Cough,Burping_or_eructation,,Laughter
31656306.wav,Acoustic_guitar,Cello,Electric_piano,Acoustic_guitar,Acoustic_guitar
316b6a8b.wav,Saxophone,Cello,Flute,,Saxophone
316e82b0.wav,Violin_or_fiddle,Tambourine,Bass_drum,Violin_or_fiddle,Violin_or_fiddle
318ad3a7.wav,Cello,Trumpet,Saxophone,,Cello
318da9b1.wav,Acoustic_guitar,Gong,Cello,Acoustic_guitar,Acoustic_guitar
3192a42d.wav,Cough,Burping_or_eructation,Cowbell,,Cough
3194baa5.wav,Clarinet,Saxophone,Violin_or_fiddle,Clarinet,Clarinet
3195b119.wav,Bass_drum,Shatter,Tearing,,Tearing
31985344.wav,Clarinet,Saxophone,Violin_or_fiddle,,Clarinet
319d5f33.wav,Acoustic_guitar,Microwave_oven,Squeak,Acoustic_guitar,Acoustic_guitar
31a5b56b.wav,Laughter,Saxophone,Meow,,Laughter
31b1b1af.wav,Flute,Clarinet,Saxophone,Flute,Flute
31bf625c.wav,Acoustic_guitar,Gong,Chime,,Acoustic_guitar
31c02993.wav,Clarinet,Flute,Saxophone,Clarinet,Clarinet
31c1e915.wav,Flute,Clarinet,Saxophone,Flute,Flute
31c321b9.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
31c42d71.wav,Acoustic_guitar,Snare_drum,Bass_drum,Acoustic_guitar,Acoustic_guitar
31daad59.wav,Bass_drum,Flute,Hi-hat,Bass_drum,Bass_drum
31ede8e7.wav,Flute,Clarinet,Saxophone,Flute,Flute
31f27c86.wav,Gunshot_or_gunfire,Bass_drum,Finger_snapping,,Gunshot_or_gunfire
31fa9662.wav,Clarinet,Saxophone,Flute,Clarinet,Clarinet
3202971f.wav,Bass_drum,Keys_jangling,Gunshot_or_gunfire,Bass_drum,Bass_drum
32081921.wav,Bus,Chime,Gong,,Bus
320e8976.wav,Squeak,Meow,Scissors,Squeak,Squeak
320ed8bd.wav,Hi-hat,Shatter,Trumpet,,Hi-hat
321118ec.wav,Trumpet,Cello,Gong,Trumpet,Trumpet
321a9ead.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
321d9f06.wav,Trumpet,Applause,Flute,Trumpet,Trumpet
3222fa28.wav,Clarinet,Saxophone,Flute,Clarinet,Clarinet
322b48ee.wav,Clarinet,Flute,Cello,,Clarinet
322f6dfb.wav,Cello,Violin_or_fiddle,Saxophone,,Cello
3236f8f9.wav,Cello,Drawer_open_or_close,Saxophone,,Cello
32393924.wav,Cello,Gong,Hi-hat,,Gong
3242d7a5.wav,Clarinet,Flute,Violin_or_fiddle,Clarinet,Clarinet
324a4e40.wav,Squeak,Meow,Telephone,,Squeak
324f30f2.wav,Squeak,Scissors,Keys_jangling,,Squeak
325525ac.wav,Hi-hat,Violin_or_fiddle,Trumpet,,Hi-hat
32560d9c.wav,Fart,Gunshot_or_gunfire,Tearing,Fart,Fart
3263223e.wav,Cowbell,Telephone,Burping_or_eructation,,Cowbell
326c56ff.wav,Clarinet,Trumpet,Flute,Clarinet,Clarinet
326d98e9.wav,Laughter,Telephone,Bark,,Laughter
327bdcaa.wav,Laughter,Bark,Chime,,Laughter
327e7750.wav,Clarinet,Telephone,Squeak,Clarinet,Clarinet
328612aa.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
32938f53.wav,Clarinet,Saxophone,Flute,Clarinet,Clarinet
329709f0.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
32a5773b.wav,Snare_drum,Violin_or_fiddle,Cowbell,,Snare_drum
32af1d97.wav,Acoustic_guitar,Fart,Bus,Acoustic_guitar,Acoustic_guitar
32b64892.wav,Cello,Double_bass,Clarinet,,Cello
32bdd578.wav,Double_bass,Cello,Gong,,Double_bass
32bf60d9.wav,Clarinet,Microwave_oven,Squeak,Clarinet,Clarinet
32c5a99e.wav,Clarinet,Saxophone,Oboe,Clarinet,Clarinet
32c63f3f.wav,Flute,Clarinet,Cello,Flute,Flute
32cc31fd.wav,Telephone,Bus,Bass_drum,,Telephone
32d54dbf.wav,Laughter,Bark,Fart,,Laughter
32d68d35.wav,Bass_drum,Computer_keyboard,Knock,,Computer_keyboard
32e20304.wav,Gunshot_or_gunfire,Bass_drum,Shatter,,Gunshot_or_gunfire
32e375c3.wav,Snare_drum,Gunshot_or_gunfire,Tearing,,Snare_drum
32e67c5c.wav,Cowbell,Bass_drum,Violin_or_fiddle,,Cowbell
32ec5aeb.wav,Acoustic_guitar,Clarinet,Telephone,,Acoustic_guitar
32f6364d.wav,Acoustic_guitar,Gong,Double_bass,Acoustic_guitar,Acoustic_guitar
32f665c4.wav,Clarinet,Oboe,Squeak,Clarinet,Clarinet
32fe0550.wav,Fart,Gunshot_or_gunfire,Tearing,,Fart
32ff9d27.wav,Flute,Violin_or_fiddle,Clarinet,Flute,Flute
330bcb8f.wav,Clarinet,Saxophone,Flute,,Clarinet
330ef55e.wav,Cello,Double_bass,Clarinet,,Cello
331332e4.wav,Applause,Bus,Writing,,Applause
331b550c.wav,Tambourine,Hi-hat,Cough,,Tambourine
332db920.wav,Acoustic_guitar,Bus,Computer_keyboard,Acoustic_guitar,Acoustic_guitar
332dec50.wav,Trumpet,Knock,Telephone,,Squeak
3336c8bb.wav,Writing,Drawer_open_or_close,Tearing,,Writing
33404279.wav,Acoustic_guitar,Snare_drum,Glockenspiel,Acoustic_guitar,Acoustic_guitar
334bcacd.wav,Acoustic_guitar,Bus,Fart,Acoustic_guitar,Acoustic_guitar
334c2df4.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
334f6481.wav,Trumpet,Applause,Clarinet,Trumpet,Trumpet
3354ba9c.wav,Fireworks,Gunshot_or_gunfire,Double_bass,,Fireworks
33596f0a.wav,Knock,Computer_keyboard,Writing,,Knock
335d009e.wav,Chime,Fireworks,Bass_drum,Chime,Chime
336de5ff.wav,Telephone,Chime,Acoustic_guitar,,Telephone
3374eb78.wav,Knock,Bass_drum,Finger_snapping,Knock,Knock
337bb0d7.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
3385a800.wav,Fart,Drawer_open_or_close,Knock,,Fart
3389dab8.wav,Trumpet,Squeak,Clarinet,Trumpet,Trumpet
338a1eec.wav,Flute,Violin_or_fiddle,Oboe,Flute,Flute
338c1e9c.wav,Hi-hat,Shatter,Bass_drum,,Hi-hat
338ed597.wav,Clarinet,Cello,Oboe,Clarinet,Clarinet
3391a84f.wav,Gunshot_or_gunfire,Fireworks,Bass_drum,,Gunshot_or_gunfire
33939435.wav,Flute,Clarinet,Bass_drum,Flute,Flute
339c6a9e.wav,Trumpet,Saxophone,Flute,Trumpet,Trumpet
339cbd32.wav,Fart,Bass_drum,Gunshot_or_gunfire,,Fart
33a0c53d.wav,Chime,Gong,Telephone,,Chime
33a0fa9d.wav,Flute,Bass_drum,Hi-hat,Flute,Flute
33a11a7b.wav,Shatter,Keys_jangling,Tearing,Shatter,Shatter
33b98766.wav,Shatter,Gunshot_or_gunfire,Finger_snapping,,Shatter
33bd5275.wav,Clarinet,Flute,Glockenspiel,Clarinet,Clarinet
33bf100e.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
33bf8bce.wav,Hi-hat,Harmonica,Bass_drum,,Hi-hat
33ce149f.wav,Acoustic_guitar,Laughter,Telephone,Acoustic_guitar,Acoustic_guitar
33db956c.wav,Cello,Clarinet,Oboe,,Cello
33e12365.wav,Bass_drum,Knock,Electric_piano,Bass_drum,Bass_drum
33e901fb.wav,Cello,Double_bass,Saxophone,,Cello
33ea32c3.wav,Flute,Clarinet,Saxophone,Flute,Flute
33ed1199.wav,Microwave_oven,Drawer_open_or_close,Gunshot_or_gunfire,,Microwave_oven
340aad61.wav,Bus,Microwave_oven,Squeak,,Bus
340afc6a.wav,Trumpet,Flute,Clarinet,Trumpet,Trumpet
340bc3cd.wav,Clarinet,Trumpet,Oboe,Clarinet,Clarinet
341a6905.wav,Bass_drum,Knock,Cello,Bass_drum,Bass_drum
34204cf9.wav,Bass_drum,Telephone,Microwave_oven,,Bass_drum
342a363c.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
3437507a.wav,Hi-hat,Flute,Bass_drum,,Hi-hat
343f0d14.wav,Flute,Saxophone,Harmonica,Flute,Flute
34404331.wav,Violin_or_fiddle,Trumpet,Bass_drum,Violin_or_fiddle,Violin_or_fiddle
34409de5.wav,Harmonica,Violin_or_fiddle,Saxophone,,Harmonica
344b32d4.wav,Acoustic_guitar,Chime,Laughter,,Acoustic_guitar
3453b51c.wav,Cello,Double_bass,Saxophone,,Cello
345441d2.wav,Trumpet,Flute,Saxophone,Trumpet,Trumpet
34618b30.wav,Flute,Saxophone,Trumpet,Flute,Flute
3463b47a.wav,Clarinet,Saxophone,Flute,Clarinet,Clarinet
3463f897.wav,Clarinet,Trumpet,Oboe,Clarinet,Clarinet
3466b1c4.wav,Cello,Flute,Bass_drum,,Cello
3467f48f.wav,Trumpet,Violin_or_fiddle,Flute,Trumpet,Trumpet
346a3906.wav,Bass_drum,Knock,Flute,Bass_drum,Bass_drum
347bcaa2.wav,Bass_drum,Flute,Hi-hat,Bass_drum,Bass_drum
347ebfa9.wav,Drawer_open_or_close,Microwave_oven,Bark,,Drawer_open_or_close
3484a9b9.wav,Cello,Double_bass,Clarinet,,Cello
3497cb5e.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
349eac2f.wav,Computer_keyboard,Writing,Laughter,,Computer_keyboard
34a160da.wav,Trumpet,Flute,Clarinet,Trumpet,Trumpet
34a3bc46.wav,Flute,Clarinet,Saxophone,Flute,Flute
34a5404b.wav,Acoustic_guitar,Electric_piano,Gong,Acoustic_guitar,Acoustic_guitar
34be3cb0.wav,Trumpet,Violin_or_fiddle,Clarinet,,Trumpet
34be5213.wav,Acoustic_guitar,Bus,Fart,,Acoustic_guitar
34c7a37b.wav,Squeak,Telephone,Laughter,,Squeak
34cddac7.wav,Snare_drum,Hi-hat,Microwave_oven,,Snare_drum
34d1fffa.wav,Cello,Double_bass,Clarinet,,Cello
34d84768.wav,Drawer_open_or_close,Acoustic_guitar,Knock,,Drawer_open_or_close
34f6f431.wav,Hi-hat,Bass_drum,Shatter,,Hi-hat
34ff2f37.wav,Bass_drum,Knock,Flute,Bass_drum,Bass_drum
350b89b8.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
350ed42d.wav,Trumpet,Oboe,Saxophone,Trumpet,Trumpet
35115db0.wav,Bass_drum,Electric_piano,Double_bass,Bass_drum,Bass_drum
351b0ba1.wav,Acoustic_guitar,Bus,Chime,,Acoustic_guitar
351dcc25.wav,Electric_piano,Acoustic_guitar,Glockenspiel,,Electric_piano
35235d3f.wav,Bass_drum,Knock,Drawer_open_or_close,Bass_drum,Bass_drum
352c769d.wav,Double_bass,Cello,Electric_piano,,Double_bass
352f143a.wav,Saxophone,Cello,Clarinet,Saxophone,Saxophone
3531e0f4.wav,Acoustic_guitar,Snare_drum,Gong,Acoustic_guitar,Acoustic_guitar
3533dc16.wav,Trumpet,Clarinet,Flute,Trumpet,Trumpet
3538f800.wav,Bass_drum,Knock,Gunshot_or_gunfire,Bass_drum,Bass_drum
353b44b7.wav,Cello,Flute,Clarinet,,Cello
353f55db.wav,Acoustic_guitar,Electric_piano,Double_bass,,Acoustic_guitar
3542eddc.wav,Cello,Trumpet,Clarinet,,Cello
35497fc4.wav,Double_bass,Acoustic_guitar,Electric_piano,,Double_bass
355eeedf.wav,Chime,Keys_jangling,Shatter,Chime,Chime
355f0738.wav,Clarinet,Violin_or_fiddle,Squeak,Clarinet,Clarinet
356cab15.wav,Flute,Trumpet,Cello,Flute,Flute
3579ff4b.wav,Fart,Burping_or_eructation,Drawer_open_or_close,,Fart
3592e0cb.wav,Trumpet,Cello,Oboe,Trumpet,Trumpet
3597c4e5.wav,Laughter,Acoustic_guitar,Harmonica,,Laughter
3598cc58.wav,Knock,Bass_drum,Computer_keyboard,,Bass_drum
359c9ba3.wav,Clarinet,Cello,Gong,Clarinet,Clarinet
35b91bb1.wav,Acoustic_guitar,Glockenspiel,Double_bass,Acoustic_guitar,Acoustic_guitar
35bb05b0.wav,Bus,Drawer_open_or_close,Double_bass,,Bus
35bf4ae5.wav,Laughter,Acoustic_guitar,Chime,,Laughter
35c0f6b7.wav,Acoustic_guitar,Cello,Saxophone,,Acoustic_guitar
35cb8bd1.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
35ce58ae.wav,Fart,Cello,Squeak,,Fart
35d008df.wav,Trumpet,Flute,Clarinet,,Trumpet
35d0858d.wav,Cello,Violin_or_fiddle,Acoustic_guitar,,Cello
35da43f9.wav,Fireworks,Double_bass,Bass_drum,,Fireworks
35def6dc.wav,Trumpet,Applause,Clarinet,Trumpet,Trumpet
35e1140b.wav,Gunshot_or_gunfire,Fireworks,Bass_drum,Gunshot_or_gunfire,Gunshot_or_gunfire
35e4b0fd.wav,Meow,Squeak,Fart,,Squeak
35f3a48c.wav,Bass_drum,Knock,Finger_snapping,Bass_drum,Bass_drum
35f6a4b8.wav,Flute,Saxophone,Violin_or_fiddle,Flute,Flute
35ff3f29.wav,Trumpet,Flute,Clarinet,Trumpet,Trumpet
35ffae5a.wav,Clarinet,Saxophone,Electric_piano,Clarinet,Clarinet
360348af.wav,Tearing,Hi-hat,Squeak,,Tearing
360e9c8e.wav,Saxophone,Clarinet,Cello,Saxophone,Saxophone
360ed752.wav,Computer_keyboard,Gunshot_or_gunfire,Drawer_open_or_close,,Squeak
361285ac.wav,Bass_drum,Finger_snapping,Knock,Bass_drum,Bass_drum
3617db48.wav,Acoustic_guitar,Electric_piano,Double_bass,,Acoustic_guitar
361c028f.wav,Saxophone,Trumpet,Flute,Saxophone,Saxophone
361fbd17.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
3620c12b.wav,Hi-hat,Bass_drum,Violin_or_fiddle,,Hi-hat
3623b02e.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
363a3760.wav,Flute,Applause,Trumpet,Flute,Flute
364d2e90.wav,Double_bass,Violin_or_fiddle,Acoustic_guitar,,Double_bass
36507474.wav,Telephone,Squeak,Meow,Telephone,Telephone
365a4c89.wav,Clarinet,Squeak,Oboe,,Clarinet
365f9044.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
3660d731.wav,Clarinet,Squeak,Violin_or_fiddle,Clarinet,Clarinet
3668b282.wav,Keys_jangling,Bus,Gunshot_or_gunfire,,Bus
36690c27.wav,Clarinet,Trumpet,Bass_drum,Clarinet,Clarinet
3670cc04.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
367ba81f.wav,Clarinet,Saxophone,Acoustic_guitar,Clarinet,Clarinet
36a0c334.wav,Fart,Bass_drum,Gunshot_or_gunfire,,Fart
36a2202d.wav,Tambourine,Hi-hat,Bass_drum,,Tambourine
36a92b29.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
36a98063.wav,Flute,Saxophone,Trumpet,Flute,Flute
36b4867e.wav,Cello,Acoustic_guitar,Telephone,,Cello
36ba1f72.wav,Gunshot_or_gunfire,Fart,Bass_drum,Gunshot_or_gunfire,Gunshot_or_gunfire
36cd9e16.wav,Writing,Computer_keyboard,Knock,,Writing
36d47091.wav,Clarinet,Cello,Acoustic_guitar,Clarinet,Clarinet
36dbdb68.wav,Cello,Violin_or_fiddle,Trumpet,,Cello
36e470e4.wav,Trumpet,Clarinet,Flute,Trumpet,Trumpet
36e7790c.wav,Violin_or_fiddle,Bass_drum,Oboe,Violin_or_fiddle,Violin_or_fiddle
36e79aec.wav,Bass_drum,Gunshot_or_gunfire,Drawer_open_or_close,Bass_drum,Bass_drum
36eae2b1.wav,Laughter,Fart,Chime,,Squeak
36ec121c.wav,Acoustic_guitar,Chime,Saxophone,,Acoustic_guitar
36f5daf6.wav,Cello,Double_bass,Trumpet,,Cello
36f6ba1e.wav,Trumpet,Applause,Bass_drum,Trumpet,Trumpet
36f81d4d.wav,Bass_drum,Shatter,Writing,,Bass_drum
36f9dc1c.wav,Acoustic_guitar,Chime,Cowbell,Acoustic_guitar,Acoustic_guitar
370156c4.wav,Acoustic_guitar,Bus,Burping_or_eructation,Acoustic_guitar,Acoustic_guitar
370cad4d.wav,Cello,Clarinet,Trumpet,,Cello
370f79a2.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
371be693.wav,Bass_drum,Electric_piano,Telephone,Bass_drum,Bass_drum
371c577e.wav,Double_bass,Cello,Bass_drum,,Double_bass
371f11c2.wav,Trumpet,Oboe,Clarinet,Trumpet,Trumpet
37398fcb.wav,Saxophone,Violin_or_fiddle,Snare_drum,Saxophone,Saxophone
373b761c.wav,Clarinet,Saxophone,Trumpet,Clarinet,Clarinet
3740d249.wav,Writing,Scissors,Computer_keyboard,,Writing
374a434b.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
374c8729.wav,Burping_or_eructation,Laughter,Drawer_open_or_close,,Burping_or_eructation
37534d14.wav,Fart,Laughter,Bus,,Fart
375d2777.wav,Meow,Laughter,Bark,Meow,Meow
37686c61.wav,Bass_drum,Knock,Flute,Bass_drum,Bass_drum
37694c0e.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
37722c4c.wav,Acoustic_guitar,Telephone,Harmonica,,Acoustic_guitar
3779929b.wav,Trumpet,Knock,Computer_keyboard,,Trumpet
3789db8f.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
3790ad69.wav,Trumpet,Applause,Clarinet,Trumpet,Trumpet
37965099.wav,Squeak,Laughter,Telephone,Squeak,Squeak
3797416f.wav,Clarinet,Flute,Saxophone,,Flute
37a0ea93.wav,Acoustic_guitar,Cello,Gong,,Acoustic_guitar
37a65d69.wav,Bass_drum,Flute,Hi-hat,Bass_drum,Bass_drum
37a9846d.wav,Bass_drum,Acoustic_guitar,Knock,Bass_drum,Bass_drum
37b1c1c8.wav,Flute,Oboe,Violin_or_fiddle,Flute,Flute
37b44be2.wav,Acoustic_guitar,Electric_piano,Double_bass,,Acoustic_guitar
37b502ac.wav,Bass_drum,Hi-hat,Gunshot_or_gunfire,Bass_drum,Bass_drum
37bfaaae.wav,Flute,Squeak,Harmonica,Flute,Flute
37c1e139.wav,Flute,Cello,Clarinet,Flute,Flute
37c64eeb.wav,Double_bass,Bass_drum,Cello,,Double_bass
37cba499.wav,Acoustic_guitar,Glockenspiel,Clarinet,Acoustic_guitar,Acoustic_guitar
37d02372.wav,Gong,Glockenspiel,Acoustic_guitar,,Gong
37d0e58f.wav,Clarinet,Oboe,Flute,Clarinet,Clarinet
37d461b0.wav,Bass_drum,Gunshot_or_gunfire,Tearing,Bass_drum,Bass_drum
37e862ac.wav,Acoustic_guitar,Bus,Fart,Acoustic_guitar,Acoustic_guitar
37e94b1c.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
37f575a1.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
37fa4379.wav,Tearing,Keys_jangling,Computer_keyboard,,Tearing
380586dd.wav,Clarinet,Saxophone,Oboe,Clarinet,Clarinet
381eeffa.wav,Flute,Clarinet,Saxophone,Flute,Flute
38226849.wav,Flute,Saxophone,Harmonica,Flute,Flute
38284f2a.wav,Saxophone,Violin_or_fiddle,Trumpet,Saxophone,Saxophone
3831e47e.wav,Acoustic_guitar,Snare_drum,Laughter,Acoustic_guitar,Acoustic_guitar
383206a8.wav,Flute,Oboe,Saxophone,Flute,Flute
3834a1b6.wav,Acoustic_guitar,Snare_drum,Saxophone,Acoustic_guitar,Acoustic_guitar
38381ff2.wav,Trumpet,Violin_or_fiddle,Flute,Trumpet,Trumpet
383b2f3c.wav,Hi-hat,Tambourine,Writing,,Hi-hat
383c3a2f.wav,Cello,Saxophone,Acoustic_guitar,,Cello
3858d81e.wav,Acoustic_guitar,Violin_or_fiddle,Cowbell,Acoustic_guitar,Acoustic_guitar
385e5766.wav,Flute,Clarinet,Trumpet,Flute,Flute
3863cc53.wav,Glockenspiel,Acoustic_guitar,Chime,,Glockenspiel
3865b766.wav,Cello,Double_bass,Clarinet,,Cello
38781c3c.wav,Acoustic_guitar,Electric_piano,Glockenspiel,Acoustic_guitar,Acoustic_guitar
38799059.wav,Bus,Fireworks,Gunshot_or_gunfire,,Bus
387da23f.wav,Trumpet,Applause,Flute,Trumpet,Trumpet
38804df8.wav,Trumpet,Clarinet,Flute,Trumpet,Trumpet
38957ab8.wav,Gunshot_or_gunfire,Fireworks,Drawer_open_or_close,Gunshot_or_gunfire,Gunshot_or_gunfire
38998cb5.wav,Acoustic_guitar,Gong,Drawer_open_or_close,,Gong
38a02855.wav,Clarinet,Oboe,Flute,Clarinet,Clarinet
38a944f7.wav,Knock,Drawer_open_or_close,Microwave_oven,Knock,Knock
38ae005d.wav,Laughter,Meow,Squeak,,Squeak
38cc6c04.wav,Violin_or_fiddle,Cowbell,Bass_drum,Violin_or_fiddle,Violin_or_fiddle
38d92a57.wav,Cello,Trumpet,Double_bass,,Cello
38df02f9.wav,Writing,Drawer_open_or_close,Tearing,,Writing
38f2e0c4.wav,Clarinet,Saxophone,Oboe,Clarinet,Clarinet
38fbf717.wav,Bus,Squeak,Drawer_open_or_close,,Bus
3903381b.wav,Acoustic_guitar,Gong,Violin_or_fiddle,Acoustic_guitar,Acoustic_guitar
3912c07c.wav,Flute,Cello,Clarinet,Flute,Flute
3919052c.wav,Snare_drum,Hi-hat,Shatter,,Snare_drum
391b4438.wav,Bass_drum,Gunshot_or_gunfire,Snare_drum,,Bass_drum
391b589b.wav,Clarinet,Saxophone,Flute,Clarinet,Clarinet
3927bed7.wav,Cello,Double_bass,Clarinet,,Cello
392819ad.wav,Drawer_open_or_close,Knock,Microwave_oven,,Drawer_open_or_close
393a85c5.wav,Saxophone,Clarinet,Flute,,Saxophone
393de6a8.wav,Clarinet,Flute,Saxophone,,Clarinet
394077b2.wav,Bass_drum,Finger_snapping,Hi-hat,Bass_drum,Bass_drum
39409d9a.wav,Knock,Fireworks,Double_bass,,Knock
394ae699.wav,Bass_drum,Tambourine,Gunshot_or_gunfire,Bass_drum,Bass_drum
39559fac.wav,Applause,Gunshot_or_gunfire,Fart,,Applause
3961531d.wav,Fart,Gunshot_or_gunfire,Telephone,,Fart
3962df6c.wav,Acoustic_guitar,Electric_piano,Cello,Acoustic_guitar,Acoustic_guitar
39638219.wav,Trumpet,Flute,Applause,Trumpet,Trumpet
396b8a97.wav,Bass_drum,Knock,Fireworks,,Bass_drum
397a9fd4.wav,Acoustic_guitar,Electric_piano,Gong,,Acoustic_guitar
397c8ecf.wav,Bass_drum,Flute,Knock,Bass_drum,Bass_drum
397ffa21.wav,Hi-hat,Oboe,Clarinet,,Hi-hat
398464f2.wav,Cello,Double_bass,Violin_or_fiddle,,Cello
3989a3f8.wav,Trumpet,Saxophone,Hi-hat,Trumpet,Trumpet
3992aa83.wav,Cello,Saxophone,Clarinet,,Cello
39a20375.wav,Flute,Saxophone,Trumpet,Flute,Flute
39a5e337.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
39a745ef.wav,Violin_or_fiddle,Saxophone,Flute,Violin_or_fiddle,Violin_or_fiddle
39b23710.wav,Meow,Squeak,Telephone,,Meow
39b33737.wav,Trumpet,Violin_or_fiddle,Cello,Trumpet,Trumpet
39b4dc60.wav,Trumpet,Clarinet,Cello,Trumpet,Trumpet
39baed1a.wav,Flute,Harmonica,Saxophone,Flute,Flute
39c4f4e1.wav,Telephone,Laughter,Chime,,Telephone
39d7d691.wav,Hi-hat,Finger_snapping,Tearing,,Hi-hat
39dac8ec.wav,Trumpet,Clarinet,Oboe,Trumpet,Trumpet
39e17212.wav,Clarinet,Saxophone,Cello,Clarinet,Clarinet
39eae3ed.wav,Flute,Meow,Squeak,Flute,Flute
39ebc50e.wav,Flute,Oboe,Saxophone,Flute,Flute
3a0801f9.wav,Cello,Double_bass,Clarinet,,Cello
3a101502.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
3a217174.wav,Flute,Telephone,Harmonica,,Flute
3a2b16bb.wav,Trumpet,Saxophone,Violin_or_fiddle,Trumpet,Trumpet
3a2dd0df.wav,Flute,Saxophone,Clarinet,Flute,Flute
3a4c9365.wav,Snare_drum,Squeak,Drawer_open_or_close,,Squeak
3a538028.wav,Bark,Laughter,Meow,,Bark
3a5f8a0d.wav,Saxophone,Oboe,Trumpet,Saxophone,Saxophone
3a65bf59.wav,Gunshot_or_gunfire,Knock,Bass_drum,Gunshot_or_gunfire,Gunshot_or_gunfire
3a6800f9.wav,Cello,Flute,Trumpet,,Cello
3a73a784.wav,Trumpet,Gong,Oboe,Trumpet,Trumpet
3a74fdce.wav,Flute,Cello,Violin_or_fiddle,Flute,Flute
3a754901.wav,Acoustic_guitar,Electric_piano,Gong,Acoustic_guitar,Acoustic_guitar
3a757c5c.wav,Cello,Saxophone,Clarinet,,Cello
3a77e585.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
3a7bfe7f.wav,Laughter,Harmonica,Telephone,,Laughter
3a7cccbf.wav,Hi-hat,Flute,Bass_drum,,Hi-hat
3a891940.wav,Cello,Acoustic_guitar,Clarinet,,Cello
3a925387.wav,Flute,Trumpet,Violin_or_fiddle,Flute,Flute
